"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task_condition","age","gender","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","approach_reward","points","key_press","option_selected","stim_cat","task_block","block_condition","block_number","correct","cat_type","mean_cat_reward"
"pavlovia","0","6","0.0-0.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","33345","0.0-1.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","true","","","","","","","","","","","","","","","","","","","",""
"preload","2","98235","0.0-2.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","102619","0.0-3.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","3690.666666666665","audio/beep_loop.wav"," ","","","","","","","","","","","","",""
"audio-button-response","4","105121","0.0-4.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","2507","audio/shark.wav","4","","","","","","","","","","","","",""
"audio-button-response","5","108276","0.0-5.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","2144","audio/turtle.wav","1","","","","","","","","","","","","",""
"preload","6","137976","0.0-6.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","141231","0.0-7.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","3252.9000000953674","Welcome to the experiment. Press any key to begin and to advance the instructions.","n","","","","","","","","","","","","",""
"learning-instructions","8","149883","0.0-8.0-0.0-0.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","1703","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","9","153794","0.0-8.0-0.0-0.1","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","1177.1000000238419","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","10","157775","0.0-8.0-0.0-0.2","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","540.3999999761581","<p> Your goal in this round is to give out sports equipment to kids. </p></div>","","0","instructions","","","","","","","","","","",""
"learning-instructions","11","165938","0.0-8.0-0.0-0.3","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","597","<p> The kids only like some of the equipment.  </p><p> On each turn, you will see a piece of sports equipment.   </p><p> You need to decide whether to give it to the kids or not.  </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","12","172273","0.0-8.0-0.0-0.4","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","1576","<p> You can give them the equipment by pressing 1 and choose not to give it to them by pressing 0. </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/approach.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/avoid.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""0."" </div></div>","","0","instructions","","","","","","","","","","",""
"learning-instructions","13","180210","0.0-8.0-0.0-0.5","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","542.3999999761581","<p> If you give them a piece of equipment they like, they will be happy! </p><p> But if you give them a piece of equipment they do not like, they will be sad. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","14","191277","0.0-8.0-0.0-0.6","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","548.6000000238419","<p> You will earn points based on how you make kids feel. </p><p> If you make them happy, you will WIN anywhere from 1 - 9 points, </p><p> but if you make them sad, you will LOSE anywhere from 1 - 9 points. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","15","201505","0.0-8.0-0.0-0.7","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","664.2999999523163","<p> You will see how many points you won or lost in the center of the screen. </p><p> Here is what you would see if you won 6 points: </p><p style=""color:green;font-size:50px;font-weight:bolder"">6</p><p style=""color:green"">The text is GREEN because you WON points.</p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","16","207715","0.0-8.0-0.0-0.8","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","687.7000000476837","<p> And here is what you would see if you lost 4 points: </p><p style=""color:red;font-size:50px;font-weight:bolder"">-4</p><p style=""color:red"">The text is RED because you LOST points. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","17","223145","0.0-8.0-0.0-0.9","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","715","<p> Some of the equipment will make the kids VERY happy or sad. </p><p> These pieces of equipment will make you win or lose LOTS of points. </p><p> Other pieces of equipment will only make the kids a little happy or sad. </p><p> These pieces of equipment will make you win or lose small amounts of points. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","18","234412","0.0-8.0-0.0-0.10","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","642.6000000238419","<p> If you choose not to give them the equipment, you will not win or lose any points. </p><p>  However, in the center of the screen, you will see the number of points you WOULD HAVE won or lost if you had given them the equipment. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","19","256785","0.0-8.0-0.0-0.11","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","829.5999999046326","<p> Here is what you might see if you did not give the equipment to the kids but it would have made them happy: </p><p style=""color:grey; font-size:50px; display: inline-block; border-spacing: 15px; border-width:3px; border-style:solid; border-color:red"">  &nbsp; 7 &nbsp; </p><p> Remember, in this case, you would not win or lose ANY points because you did not give them the equipment.  </p><p style=""color:grey"">The text is GREY because you earned ZERO points. </p><p style=""color:red"">However, choosing to give the kids the equipment would have made you win points. The box around the text is RED because you chose the worse option. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","20","278367","0.0-8.0-0.0-0.12","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","502.7000000476837","<p> Here is what you might see if you did not give the equipment to the kids but it would have made them sad: </p><p style=""color:grey;font-size:50px; display: inline-block; border-spacing: 15px; border-width:3px; border-style:solid; border-color:green"">  &nbsp; -8 &nbsp; </p><p> Remember, in this case, you would not win or lose ANY points because you did not give them the equipment.  </p><p style=""color:grey"">The text is GREY because you earned ZERO points. </p><p  style=""color:green""> Choosing to give the kids the equipment would have made you lose points. The box around the text is GREEN because you chose the better option.</p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","21","288947","0.0-8.0-0.0-0.13","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","607.8999999761581","<p> You will have 3 seconds to make each choice. Try to respond before time runs out! </p><p> You will lose 5 points each time you do not make a response. </p>","","0","instructions","","","","","","","","","","",""
"learning-instructions","22","294931","0.0-8.0-0.0-0.14","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","554.5","<p> This is just a practice round, but in the real game, your bonus payment will depend on your total number of points.","","0","instructions","","","","","","","","","","",""
"learning-instructions","23","301208","0.0-8.0-0.0-0.15","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","495.59999990463257","<p> Remember, you can give them the equipment by pressing 1 and choose not to give it to them by pressing 0. </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/approach.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/avoid.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""0."" </div></div>","","0","instructions","","","","","","","","","","",""
"html-button-response","24","304157","0.0-8.0-1.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","2836.399999976158","<p> Ready to practice? </p>","0","","","","","","","","","","","","",""
"html-keyboard-response","25","304774","0.0-8.0-2.0-0.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","",""
"aa-learning-trial","26","307783","0.0-8.0-2.0-1.0","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","1731.5999999046326","images/racket2.png","","","learning","-9","0","0","0","practice","practice","practice","-1","","",""
"html-keyboard-response","27","308295","0.0-8.0-2.0-0.1","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","",""
"aa-learning-trial","28","311303","0.0-8.0-2.0-1.1","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","2157","images/racket2.png","","","learning","8","0","0","0","practice","practice","practice","-1","","",""
"html-keyboard-response","29","311810","0.0-8.0-2.0-0.2","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","",""
"aa-learning-trial","30","314822","0.0-8.0-2.0-1.2","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","1180.2999999523163","images/ball2.png","","","learning","3","0","0","0","practice","practice","practice","-1","","",""
"html-keyboard-response","31","315335","0.0-8.0-2.0-0.3","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","",""
"aa-learning-trial","32","318354","0.0-8.0-2.0-1.3","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","1371.1000000238419","images/racket2.png","","","learning","3","0","0","0","practice","practice","practice","-1","","",""
"html-keyboard-response","33","318865","0.0-8.0-2.0-0.4","5889","2","15","Female","approach_avoid_spark_v1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""32361""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","",""
