"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","key_press","answer","correct"
"pavlovia","0","4","0.0-0.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","","","","","","","",""
"fullscreen","1","2387","0.0-1.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","true","","","","","","","","","","","",""
"preload","2","2434","0.0-2.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","true","false","[]","[]","[]","","","","","","","",""
"audio-keyboard-response","3","9325","0.0-3.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","6269.333333333333","audio/beep_loop.wav"," ","","","","",""
"audio-button-response","4","11082","0.0-4.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","1760","audio/turtle.wav","3","","","","",""
"audio-button-response","5","14216","0.0-5.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","2120","audio/shark.wav","2","","","","",""
"preload","6","24708","0.0-6.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","true","false","[]","[]","[]","","","","","","","",""
"learning-instructions","7","574124","0.0-7.0-0.0","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","544606.1000000238","<p> Welcome back! </p><p> Last week, you had to make choices about lots of different items.  </p>","","0","instructions","","",""
"learning-instructions","8","580873","0.0-7.0-0.1","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","1541.2000000476837","<p> Today, we are going to ask you to try to remember all the items. </p>","","0","instructions","","",""
"learning-instructions","9","593520","0.0-7.0-0.2","1634","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1398""
","
","","","","","","2518.2999999523163","<p> On every trial, you will see an image. </p><p> The image may be an OLD image you saw during the games last week or it may be a NEW image that was not presented. </p>","","0","instructions","","",""
