"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","5","0.0-0.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3868","0.0-1.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","7043","0.0-2.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","10820","0.0-3.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","3776","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","16355","0.0-4.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","5536","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","18676","0.0-5.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","1312","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","31658","0.0-6.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","34157","0.0-7.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","2496.4000000003725","Welcome to the experiment. Press any key to begin and to advance the instructions.","h","","","","","","","","","","","","","","","",""
"learning-instructions","8","44000","0.0-8.0-0.0-0.0","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","2089","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","47892","0.0-8.0-0.0-0.1","1798","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2876""
","
","","","","","","896.2999999988824","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
