"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","6","0.0-0.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","23568","0.0-1.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","70768","0.0-2.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","77217","0.0-3.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","6061.333333333338","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","79535","0.0-4.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","2309","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","83408","0.0-5.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","2869","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","124511","0.0-6.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","129224","0.0-7.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","4710.399999976158","Welcome to the experiment. Press any key to begin and to advance the instructions."," ","","","","","","","","","","","","","","","",""
"learning-instructions","8","192223","0.0-8.0-0.0-0.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","54849.39999997616","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","201404","0.0-8.0-0.0-0.1","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","5820.5","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","210857","0.0-8.0-0.0-0.2","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1692.7000000476837","<p> Your goal in this round is to deliver sports equipment to three different parks. </p><p> You will need to deliver many types of equipment. </p></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","232428","0.0-8.0-0.0-0.3","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","13074.800000071526","<p> On each turn, you will see one piece of sports equipment and three different parks.  </p><p> You need to select which park to deliver the equipment to.  </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","248251","0.0-8.0-0.0-0.4","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","2536.7999999523163","<p> You can select the park on the left by pressing the '1' key on your keyboard. <br>You can select the park in the middle by pressing the '2' key on your keyboard. <br>You can select the park on the right by pressing the '3' key on your keyboard.  </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/park1.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/park2.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""2."" </div></div><div class=""choice-option""><img src=""images/park3.png"" class=""choice-option-img"" stage=""instructions"" position=""2"" ><div class=""choice-option-text""> Press ""3."" </div></div></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","13","255487","0.0-8.0-0.0-0.5","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1842.6000000238419","<p> If the kids in the park you chose like the equipment, they will be very happy! </p><div style='float: center;'><img src='images/check.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","14","261687","0.0-8.0-0.0-0.6","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","601.8000000715256","<p> But, if the kids in the park you chose do not like the equipment, they will be sad. </p><div style='float: center;'><img src='images/x.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","15","272059","0.0-8.0-0.0-0.7","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","3934.5999999046326","<p> Importantly, the kids in each park like some pieces of sports equipment more than others. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","16","279487","0.0-8.0-0.0-0.8","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1362.3000000715256","<p> If you choose the best park for each piece of equipment, the kids there will usually be happy. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","17","286804","0.0-8.0-0.0-0.9","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","670.1000000238419","<p> However, even if you choose the best park for the equipment, the kids may sometimes be sad. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","18","294930","0.0-8.0-0.0-0.10","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","875.2000000476837","<p> Similarly, even if you choose the <i>wrong</i> park for the equipment, the kids may still be happy sometimes.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","19","301265","0.0-8.0-0.0-0.11","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1280.7000000476837","<p> For example, the best park for this soccer ball is this one.<div style='float: center;'><img src='images/i1.png' width = '500' height = '268'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","20","308399","0.0-8.0-0.0-0.12","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1835.7000000476837","<p> Let's see what happens if you choose this park for the soccer ball five times.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","21","314614","0.0-8.0-0.0-0.13","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","4039.3000000715256","<p> The kids are happy.<div style='float: left;'><img src='images/i2.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","22","317794","0.0-8.0-0.0-0.14","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1009.6999999284744","<p> The kids are happy.<div style='float: left;'><img src='images/i3.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","23","320934","0.0-8.0-0.0-0.15","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","959.5999999046326","<p> The kids are happy.<div style='float: left;'><img src='images/i4.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","24","324073","0.0-8.0-0.0-0.16","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","908.9000000953674","<p> The kids are sad.<div style='float: left;'><img src='images/i5.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","25","327415","0.0-8.0-0.0-0.17","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1161.8999999761581","<p> The kids are happy.<div style='float: left;'><img src='images/i6.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","26","337775","0.0-8.0-0.0-0.18","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","3071.1999999284744","<p> As you can see, selecting that park for the soccer ball made the kids happy most of the time, but not all the time.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","27","353974","0.0-8.0-0.0-0.19","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","10200.600000023842","<p> Now let's see what happens if you choose a DIFFERENT park for the soccer ball 5 times.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","28","357114","0.0-8.0-0.0-0.20","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","930.4000000953674","<p> The kids are sad.<div style='float: left;'><img src='images/i7.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","29","359823","0.0-8.0-0.0-0.21","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","489.2999999523163","<p> The kids are sad.<div style='float: left;'><img src='images/i8.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","30","362614","0.0-8.0-0.0-0.22","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","609.7999999523163","<p> The kids are happy.<div style='float: left;'><img src='images/i9.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","31","365555","0.0-8.0-0.0-0.23","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","730.5","<p> The kids are sad.<div style='float: left;'><img src='images/i10.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","32","390204","0.0-8.0-0.0-0.24","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","22430.299999952316","<p> The kids are sad.<div style='float: left;'><img src='images/i11.png' width = '640' height = '360'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","33","404233","0.0-8.0-0.0-0.25","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","5900","<p> As you can see, selecting the wrong park for the soccer ball made the kids sad most of the time, but not all the time.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","34","421405","0.0-8.0-0.0-0.26","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","8060.300000071526","<p> The different pieces of equipment belong in different parks. You need to try to learn which is the best park for each piece of equipment.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","35","449014","0.0-8.0-0.0-0.27","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","11220.5","<p> Try to choose the best park for each piece of equipment, because you will <b> WIN </b> 1 point for each time you make the kids happy and <b>LOSE</b> 1 point for each time you make them sad. </p><p> Remember, if you make the best choice, you will win 1 point most of the time, but not all the time. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","36","455573","0.0-8.0-0.0-0.28","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1059.8999999761581","<p> This is just a practice round, but in the real game, your bonus payment will depend on your total number of points.","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","37","466744","0.0-8.0-0.0-0.29","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","841.3000000715256","<p> The position where each park appears will change throughout the game. </p><p> The position where the park appears <i> does not </i> influence how likely the kids are to be happy or sad. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","38","499254","0.0-8.0-0.0-0.30","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","18590.899999976158","<p> You will have 4 seconds to make each choice. Try to respond before time runs out! </p><p> You will lose 1 point each time you do not make a response. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","39","509004","0.0-8.0-0.0-0.31","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","2949.7000000476837","<p> Remember, you should use the 1, 2, and 3 keys to select the park for each piece of equipment. </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/park1.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/park2.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""2."" </div></div><div class=""choice-option""><img src=""images/park3.png"" class=""choice-option-img"" stage=""instructions"" position=""2"" ><div class=""choice-option-text""> Press ""3."" </div></div></div>","","0","instructions","","","","","","","","","","","","","",""
"html-button-response","40","519213","0.0-8.0-1.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","10091","<p> Ready to practice? </p>","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","41","519842","0.0-8.0-2.0-0.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","42","523850","0.0-8.0-2.0-1.0","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1596.8999999761581","images/ball2.png","","","practice","images/park2.png","images/park1.png","images/park3.png","[1,0,2]","0","1","1","images/park2.png","-1","practice","","","",""
"html-keyboard-response","43","524367","0.0-8.0-2.0-0.1","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","44","528374","0.0-8.0-2.0-1.1","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","2214.8000000715256","images/ball4.png","","","practice","images/park2.png","images/park1.png","images/park3.png","[1,0,2]","2","2","2","images/park1.png","-1","practice","","","",""
"html-keyboard-response","45","528890","0.0-8.0-2.0-0.2","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","46","532901","0.0-8.0-2.0-1.2","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","2212.2000000476837","images/ball3.png","","","practice","images/park3.png","images/park2.png","images/park1.png","[2,1,0]","1","1","1","images/park3.png","-1","practice","","","",""
"html-keyboard-response","47","533416","0.0-8.0-2.0-0.3","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","48","537433","0.0-8.0-2.0-1.3","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1471.7000000476837","images/ball4.png","","","practice","images/park3.png","images/park2.png","images/park1.png","[2,1,0]","2","0","3","images/park1.png","1","practice","","","",""
"html-keyboard-response","49","537947","0.0-8.0-2.0-0.4","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","50","541956","0.0-8.0-2.0-1.4","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1691","images/racket1.png","","","practice","images/park2.png","images/park1.png","images/park3.png","[1,0,2]","2","2","3","images/park3.png","1","practice","","","",""
"html-keyboard-response","51","542470","0.0-8.0-2.0-0.5","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","52","546481","0.0-8.0-2.0-1.5","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1255.8999999761581","images/ball1.png","","","practice","images/park3.png","images/park2.png","images/park1.png","[2,1,0]","0","2","2","images/park2.png","-1","practice","","","",""
"html-keyboard-response","53","546992","0.0-8.0-2.0-0.6","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","54","551002","0.0-8.0-2.0-1.6","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1614.6000000238419","images/ball2.png","","","practice","images/park1.png","images/park2.png","images/park3.png","[0,1,2]","0","0","1","images/park1.png","1","practice","","","",""
"html-keyboard-response","55","551511","0.0-8.0-2.0-0.7","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","56","555528","0.0-8.0-2.0-1.7","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1251.3999999761581","images/racket4.png","","","practice","images/park1.png","images/park2.png","images/park3.png","[0,1,2]","1","1","3","images/park3.png","-1","practice","","","",""
"html-keyboard-response","57","556030","0.0-8.0-2.0-0.8","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","58","560042","0.0-8.0-2.0-1.8","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1194.1000000238419","images/racket4.png","","","practice","images/park1.png","images/park2.png","images/park3.png","[0,1,2]","1","1","3","images/park3.png","-1","practice","","","",""
"html-keyboard-response","59","560559","0.0-8.0-2.0-0.9","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","60","564571","0.0-8.0-2.0-1.9","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1810.5","images/racket1.png","","","practice","images/park1.png","images/park3.png","images/park2.png","[0,2,1]","2","1","2","images/park3.png","1","practice","","","",""
"html-keyboard-response","61","565090","0.0-8.0-2.0-0.10","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
"learning-trial","62","569104","0.0-8.0-2.0-1.10","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","1826.2999999523163","images/ball3.png","","","practice","images/park1.png","images/park2.png","images/park3.png","[0,1,2]","1","1","2","images/park2.png","1","practice","","","",""
"html-keyboard-response","63","569615","0.0-8.0-2.0-0.11","1910","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""22606""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","","","","","","","","","","","","",""
