"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","26","0.0-0.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","45257","0.0-1.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","108253","0.0-2.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","112785","0.0-3.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","4269.333333333336","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","166836","0.0-4.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","53888","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","174968","0.0-5.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","6891","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","226489","0.0-6.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","237070","0.0-7.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","10576.800000011921","Welcome to the experiment. Press any key to begin and to advance the instructions.","control","","","","","","","","","","","","","","","",""
"learning-instructions","8","284873","0.0-8.0-0.0-0.0","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","39781.69999998808","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","290066","0.0-8.0-0.0-0.1","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","2073","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","299645","0.0-8.0-0.0-0.2","1515","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""44349""
","
","","","","","","1831.1000000089407","<p> Your goal in this round is to deliver sports equipment to three different parks. </p><p> You will need to deliver many types of equipment. </p></div>","","0","instructions","","","","","","","","","","","","","",""
