"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","2","0.0-0.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4205","0.0-1.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","11583","0.0-2.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","13862","0.0-3.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","2277.333333333333","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","15150","0.0-4.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","1285","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","18754","0.0-5.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","2592","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","22862","0.0-6.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","24614","0.0-7.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","1750.5","Welcome to the experiment. Press any key to begin and to advance the instructions.","k","","","","","","","","","","","","","","","",""
"learning-instructions","8","33763","0.0-8.0-0.0-0.0","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","1397.0999994277954","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","38495","0.0-8.0-0.0-0.1","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","1729.5","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","47568","0.0-8.0-0.0-0.2","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","1336.0999994277954","<p> Your goal in this round is to deliver sports equipment to three different parks. </p><p> You will need to deliver many types of equipment. </p></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","59428","0.0-8.0-0.0-0.3","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","3376.5999994277954","<p> On each turn, you will see one piece of sports equipment and three different parks.  </p><p> You need to select which park to deliver the equipment to.  </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","75332","0.0-8.0-0.0-0.4","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","2624.4000005722046","<p> You can select the park on the left by pressing the '1' key on your keyboard. <br>You can select the park in the middle by pressing the '2' key on your keyboard. <br>You can select the park on the right by pressing the '3' key on your keyboard.  </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/park1.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/park2.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""2."" </div></div><div class=""choice-option""><img src=""images/park3.png"" class=""choice-option-img"" stage=""instructions"" position=""2"" ><div class=""choice-option-text""> Press ""3."" </div></div></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","13","81937","0.0-8.0-0.0-0.5","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","1225","<p> If the kids in the park you chose like the equipment, they will be very happy! </p><div style='float: center;'><img src='images/check.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","14","91522","0.0-8.0-0.0-0.6","1532","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3240""
","
","","","","","","3999.5","<p> But, if the kids in the park you chose do not like the equipment, they will be sad. </p><div style='float: center;'><img src='images/x.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
