"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","6","0.0-0.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3262","0.0-1.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","11226","0.0-2.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","13650","0.0-3.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","2420.680272108844","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","15254","0.0-4.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","1596","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","17631","0.0-5.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","1370","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","32117","0.0-6.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","34296","0.0-7.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","2176.2000000001863","Welcome to the experiment. Press any key to begin and to advance the instructions."," ","","","","","","","","","","","","","","","",""
"learning-instructions","8","43724","0.0-8.0-0.0-0.0","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","1676.2000000001863","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","47560","0.0-8.0-0.0-0.1","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","828.1000000005588","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","56248","0.0-8.0-0.0-0.2","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","948.7999999998137","<p> Your goal in this round is to deliver sports equipment to three different parks. </p><p> You will need to deliver many types of equipment. </p></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","65307","0.0-8.0-0.0-0.3","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","574.6999999992549","<p> On each turn, you will see one piece of sports equipment and three different parks.  </p><p> You need to select which park to deliver the equipment to.  </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","79130","0.0-8.0-0.0-0.4","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","540.9000000003725","<p> You can select the park on the left by pressing the '1' key on your keyboard. <br>You can select the park in the middle by pressing the '2' key on your keyboard. <br>You can select the park on the right by pressing the '3' key on your keyboard.  </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/park1.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/park2.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""2."" </div></div><div class=""choice-option""><img src=""images/park3.png"" class=""choice-option-img"" stage=""instructions"" position=""2"" ><div class=""choice-option-text""> Press ""3."" </div></div></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","13","85391","0.0-8.0-0.0-0.5","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","881.0999999996275","<p> If the kids in the park you chose like the equipment, they will be very happy! </p><div style='float: center;'><img src='images/check.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","14","91573","0.0-8.0-0.0-0.6","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","591","<p> But, if the kids in the park you chose do not like the equipment, they will be sad. </p><div style='float: center;'><img src='images/x.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","15","98674","0.0-8.0-0.0-0.7","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","668.9000000003725","<p> Importantly, the kids in each park like some pieces of sports equipment more than others. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","16","105210","0.0-8.0-0.0-0.8","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","487.09999999962747","<p> If you choose the best park for each piece of equipment, the kids there will usually be happy. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","17","113009","0.0-8.0-0.0-0.9","1710","1","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2322""
","
","","","","","","1152.2999999998137","<p> However, even if you choose the best park for the equipment, the kids may sometimes be sad. </p>","","0","instructions","","","","","","","","","","","","","",""
