"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","7","0.0-0.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3599","0.0-1.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","4185","0.0-2.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","6096","0.0-3.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","","","","","","1250.6666666666665","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","7397","0.0-4.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","","","","","","1299","audio/shark.wav","4","","","","","","","","","","","","","","","",""
"audio-button-response","5","11860","0.0-5.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","","","","","","3451","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","13776","0.0-6.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
","
","""event"",""trial"",""time""
""focus"",""1"",""1185""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","16741","0.0-7.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
""fullscreenexit"",""8"",""20296""
""blur"",""8"",""21368""
""focus"",""8"",""28940""
","""event"",""trial"",""time""
""blur"",""8"",""21368""
","""event"",""trial"",""time""
""focus"",""1"",""1185""
""focus"",""8"",""28940""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","""event"",""trial"",""time""
""fullscreenexit"",""8"",""20296""
","","","","","","2960.4000000059605","Welcome to the experiment. Press any key to begin and to advance the instructions."," ","","","","","","","","","","","","","","","",""
"learning-instructions","8","33262","0.0-8.0-0.0-0.0","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
""fullscreenexit"",""8"",""20296""
""blur"",""8"",""21368""
""focus"",""8"",""28940""
""blur"",""9"",""276503""
""focus"",""9"",""318992""
""blur"",""9"",""914283""
""focus"",""9"",""3231803""
","""event"",""trial"",""time""
""blur"",""8"",""21368""
""blur"",""9"",""276503""
""blur"",""9"",""914283""
","""event"",""trial"",""time""
""focus"",""1"",""1185""
""focus"",""8"",""28940""
""focus"",""9"",""318992""
""focus"",""9"",""3231803""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","""event"",""trial"",""time""
""fullscreenexit"",""8"",""20296""
","","","","","","8770.200000017881","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","3232805","0.0-8.0-0.0-0.1","1579","1","2","""event"",""trial"",""time""
""focus"",""1"",""1185""
""fullscreenenter"",""1"",""2651""
""fullscreenexit"",""8"",""20296""
""blur"",""8"",""21368""
""focus"",""8"",""28940""
""blur"",""9"",""276503""
""focus"",""9"",""318992""
""blur"",""9"",""914283""
""focus"",""9"",""3231803""
","""event"",""trial"",""time""
""blur"",""8"",""21368""
""blur"",""9"",""276503""
""blur"",""9"",""914283""
","""event"",""trial"",""time""
""focus"",""1"",""1185""
""focus"",""8"",""28940""
""focus"",""9"",""318992""
""focus"",""9"",""3231803""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2651""
","""event"",""trial"",""time""
""fullscreenexit"",""8"",""20296""
","","","","","","3196534.300000012","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
