"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","key_press","answer","correct"
"pavlovia","0","13","0.0-0.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","","","","","","","","","","","","",""
"fullscreen","1","6856","0.0-1.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","true","","","","","","","","","","","",""
"preload","2","9329","0.0-2.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","true","false","[]","[]","[]","","","","","","","",""
"preload","3","12112","0.0-3.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","true","false","[]","[]","[]","","","","","","","",""
"preload","4","12543","0.0-4.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","true","false","[]","[]","[]","","","","","","","",""
"audio-keyboard-response","5","15046","0.0-5.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","","","","","","2498.666666666667","audio/beep_loop.wav"," ","","","","",""
"audio-button-response","6","17509","0.0-6.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","","","","","","2461","audio/turtle.wav","3","","","","",""
"audio-button-response","7","19805","0.0-7.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","
","","","","","","1288","audio/shark.wav","2","","","","",""
"preload","8","24013","0.0-8.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
""fullscreenexit"",""9"",""26192""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","""event"",""trial"",""time""
""fullscreenexit"",""9"",""26192""
","true","false","[]","[]","[]","","","","","","","",""
"learning-instructions","9","29996","0.0-9.0-0.0","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
""fullscreenexit"",""9"",""26192""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","""event"",""trial"",""time""
""fullscreenexit"",""9"",""26192""
","","","","","","1498","<p> Welcome back! </p><p> Last week, you had to make choices about lots of different items.  </p>","","0","instructions","","",""
"learning-instructions","10","35373","0.0-9.0-0.1","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
""fullscreenexit"",""9"",""26192""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","""event"",""trial"",""time""
""fullscreenexit"",""9"",""26192""
","","","","","","1242","<p> Today, we are going to ask you to try to remember all the items. </p>","","0","instructions","","",""
"learning-instructions","11","46221","0.0-9.0-0.2","4125","approach_avoid_sv1","""event"",""trial"",""time""
""focus"",""0"",""1""
""fullscreenenter"",""1"",""6077""
""fullscreenexit"",""9"",""26192""
","
","""event"",""trial"",""time""
""focus"",""0"",""1""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6077""
","""event"",""trial"",""time""
""fullscreenexit"",""9"",""26192""
","","","","","","711","<p> On every trial, you will see an image. </p><p> The image may be an OLD image you saw during the games last week or it may be a NEW image that was not presented. </p>","","0","instructions","","",""
