"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","key_press","answer","correct"
"pavlovia","0","4","0.0-0.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","","","","","","","","","","","","",""
"fullscreen","1","2536","0.0-1.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","true","","","","","","","","","","","",""
"preload","2","3841","0.0-2.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","true","false","[]","[]","[]","","","","","","","",""
"preload","3","4369","0.0-3.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","true","false","[]","[]","[]","","","","","","","",""
"preload","4","4573","0.0-4.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","true","false","[]","[]","[]","","","","","","","",""
"audio-keyboard-response","5","6989","0.0-5.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","","","","","","2418.666666666667","audio/beep_loop.wav"," ","","","","",""
"audio-button-response","6","8189","0.0-6.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","","","","","","1200","audio/turtle.wav","3","","","","",""
"audio-button-response","7","10325","0.0-7.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","","","","","","1131","audio/shark.wav","2","","","","",""
"preload","8","12718","0.0-8.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","true","false","[]","[]","[]","","","","","","","",""
"learning-instructions","9","19928","0.0-9.0-0.0","5739","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1539""
","
","","","","","","2729.8000000000466","<p> Welcome back! </p><p> Last week, you had to make choices about lots of different items.  </p>","","0","instructions","","",""
