"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","key_press","answer","correct"
"pavlovia","0","3","0.0-0.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","","","","","","","",""
"fullscreen","1","7624","0.0-1.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","true","","","","","","","","","","","",""
"preload","2","9533","0.0-2.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","true","false","[]","[]","[]","","","","","","","",""
"preload","3","11601","0.0-3.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","true","false","[]","[]","[]","","","","","","","",""
"preload","4","11821","0.0-4.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","true","false","[]","[]","[]","","","","","","","",""
"audio-keyboard-response","5","16654","0.0-5.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","4832","audio/beep_loop.wav"," ","","","","",""
"audio-button-response","6","18336","0.0-6.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","1680","audio/turtle.wav","3","","","","",""
"audio-button-response","7","20834","0.0-7.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","1493","audio/shark.wav","2","","","","",""
"preload","8","26286","0.0-8.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","true","false","[]","[]","[]","","","","","","","",""
"learning-instructions","9","32802","0.0-9.0-0.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","2039.0999999046326","<p> Welcome back! </p><p> Last week, you had to make choices about lots of different items.  </p>","","0","instructions","","",""
"learning-instructions","10","37517","0.0-9.0-0.1","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","605.1999998092651","<p> Today, we are going to ask you to try to remember all the items. </p>","","0","instructions","","",""
"learning-instructions","11","48150","0.0-9.0-0.2","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","502.2999997138977","<p> On every trial, you will see an image. </p><p> The image may be an OLD image you saw during the games last week or it may be a NEW image that was not presented. </p>","","0","instructions","","",""
"learning-instructions","12","57052","0.0-9.0-0.3","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","406.1000003814697","<p> You need to select whether the image is:  </p><p>  'Definitely old', 'Maybe old', 'Maybe new', or 'Definitely new.'  </p><div class=""mem-choice-instructions-grid""><div class=""choice-option"" id=""choice-option-1"" ><img src=""images/definitely_old_1.png"" id=""choice-option-img-1"" class=""choice-option-img"" stage=""1""></div><div class=""choice-option"" id=""choice-option-2"" ><img src=""images/maybe_old_1.png"" id=""choice-option-img-2"" class=""choice-option-img"" stage=""1""></div><div class=""choice-option"" id=""choice-option-3"" ><img src=""images/maybe_new_1.png"" id=""choice-option-img-3"" class=""choice-option-img"" stage=""1""></div><div class=""choice-option"" id=""choice-option-4"" > <img src=""images/definitely_new_1.png"" id=""choice-option-img-4"" class=""choice-option-img"" stage=""1""></div></div>","","0","instructions","","",""
"learning-instructions","13","68517","0.0-9.0-0.4","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","4948.099999904633","<p> You should use the 1, 2, 3, and 4 keys to make your responses.  </p><div class=""mem-choice-instructions-grid""><div class=""choice-option"" id=""choice-option-1"" ><img src=""images/definitely_old.png"" id=""choice-option-img-1"" class=""choice-option-img"" stage=""1""></div><div class=""choice-option"" id=""choice-option-2"" ><img src=""images/maybe_old.png"" id=""choice-option-img-2"" class=""choice-option-img"" stage=""1""></div><div class=""choice-option"" id=""choice-option-3"" ><img src=""images/maybe_new.png"" id=""choice-option-img-3"" class=""choice-option-img"" stage=""1""></div><div class=""choice-option"" id=""choice-option-4"" > <img src=""images/definitely_new.png"" id=""choice-option-img-4"" class=""choice-option-img"" stage=""1""></div></div>","","0","instructions","","",""
"learning-instructions","14","76134","0.0-9.0-0.5","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","1292.0999999046326","<p> You will have 10 seconds to make each response.  </p><p>  Make sure to respond before time runs out! </p>","","0","instructions","","",""
"learning-instructions","15","83450","0.0-9.0-0.6","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","240.40000009536743","<p> Today, you will see each image ONCE only.  </p><p>  That means none of the images will repeat. </p>","","0","instructions","","",""
"learning-instructions","16","99403","0.0-9.0-0.7","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","3285.3999996185303","<p> Before you play the real game, it is time to practice. </p><p>  Just like in the real game, some of the images in the practice will be ones you have seen before. </p><p>  Others will be entirely new. </p>","","0","instructions","","",""
"html-button-response","17","104953","0.0-10.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","5443.299999713898","<p> Ready to practice? </p><p> Remember, use the 1, 2, 3, and 4 keys to make your responses. </p>","0","","instructions","","",""
"html-keyboard-response","18","105562","0.0-11.0-0.0","6191","approach_avoid_sv1","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6628""
","
","","","","","","null","<div style=""font-size:60px;"">+</div>","null","","fixation","","",""
